device_friendly_name,date_time,nbr_of_readings,pm_25,latitude,longitude
100th & Torrence (WB),2022-11-28,279,11.566483585858586,41.7136,-87.5602
106th & Ave D (WB),2022-11-28,278,13.288700558175945,41.70277166,-87.52829283
115th & Stewart (EB),2022-11-28,278,10.780549873737373,41.68517802886724,-87.63263004842011
137th & Brainard (NB),2022-11-28,279,8.723522727272728,41.6463031593152,-87.5429946962422
26th & Central Park (WB),2022-11-28,279,12.880309343434343,41.844493180392355,-87.71455502567271
26th ST & Kostner (WB),2022-11-28,281,12.775498008935509,41.84419,-87.7347
26th ST & Pulaski (WB),2022-11-28,279,12.304657331021746,41.8442,-87.7248
39TH & HALSTED (WB),2022-11-28,280,11.713175505050506,41.823715840223066,-87.6463462493363
39th & Damen (WB),2022-11-28,279,11.55517514843485,41.8231,-87.6753
47th & Halsted (WB),2022-11-28,279,15.79553363236514,41.8088,-87.6481
61st & King (WB),2022-11-28,277,9.620249368686869,41.7838,-87.6164
63RD STREET & STATE (EB) - 2,2022-11-28,279,14.016603535353534,41.779987,-87.625107001
63rd & Damen (WB),2022-11-28,279,13.029185606060606,41.7793,-87.6741
63rd & King Drive (EB),2022-11-28,278,10.862316919191919,41.78,-87.6168
63rd & Lamon (EB),2022-11-28,279,11.523959061771562,41.7782,-87.7438
63rd & Pulaski (EB),2022-11-28,278,13.4656976010101,41.7785,-87.7214
79th & Kostner (EB),2022-11-28,279,8.852127525252525,41.7491,-87.7302
95th & Wentworth (WB),2022-11-28,278,11.073449069273593,41.7218,-87.6287
ARCHER & THROOP (SB),2022-11-28,279,11.646215277777777,41.84339211596036,-87.6545815311069
Addison & Kennedy XWay (EB),2022-11-28,278,13.032344696969696,41.946406,-87.717897
Archer & Lavergne/LeClair (NEB),2022-11-28,279,12.25766293802832,41.797916,-87.747366
Archer & Mulligan/55th (NWB),2022-11-28,278,11.290836489898991,41.7924,-87.7818
Ashland & 43rd St (SB),2022-11-28,279,13.385495580808081,41.816041,-87.665311
