device_friendly_name,date_time,nbr_of_readings,pm_25,latitude,longitude
100th & Torrence (WB),2023-01-09,281,15.358025689588189,41.7136,-87.5602
106th & Ave D (WB),2023-01-09,278,16.56535037878788,41.70277166,-87.52829283
115th & Stewart (EB),2023-01-09,279,15.882143308080808,41.68517802886724,-87.63263004842011
137th & Brainard (NB),2023-01-09,279,14.992648358585859,41.6463031593152,-87.5429946962422
26th & Central Park (WB),2023-01-09,282,16.179882964257967,41.844493180392355,-87.71455502567271
26th ST & Kostner (WB),2023-01-09,278,17.450170843045843,41.84419,-87.7347
26th ST & Pulaski (WB),2023-01-09,279,15.615874368686868,41.8442,-87.7248
39TH & HALSTED (WB),2023-01-09,280,16.287209838772338,41.823715840223066,-87.6463462493363
39th & Damen (WB),2023-01-09,280,16.257454836829837,41.8231,-87.6753
47th & Halsted (WB),2023-01-09,280,19.592153263403265,41.8088,-87.6481
61st & King (WB),2023-01-09,276,15.821477038971102,41.7838,-87.6164
63RD STREET & STATE (EB) - 2,2023-01-09,279,16.877202797202795,41.779987,-87.625107001
63rd & Damen (WB),2023-01-09,280,16.734240724553224,41.7793,-87.6741
63rd & Lamon (EB),2023-01-09,280,16.020666763791763,41.7782,-87.7438
63rd & Peoria (EB),2023-01-09,280,16.412319832944835,41.7795,-87.6472
63rd & Pulaski (EB),2023-01-09,279,18.354239267676768,41.7785,-87.7214
79th & Kostner (EB),2023-01-09,280,13.584160353535353,41.7491,-87.7302
95th & Wentworth (WB),2023-01-09,281,16.205255196192695,41.7218,-87.6287
ARCHER & THROOP (SB),2023-01-09,278,16.087073863636363,41.84339211596036,-87.6545815311069
Archer & Lavergne/LeClair (NEB),2023-01-09,281,17.203816773504276,41.797916,-87.747366
Archer & Mulligan/55th (NWB),2023-01-09,282,16.045053255715477,41.7924,-87.7818
Ashland & 43rd St (SB),2023-01-09,281,18.74068473193473,41.816041,-87.665311
Ashland & Belmont/Lincoln (NB),2023-01-09,282,16.977583284770784,41.939311,-87.668496
Ashland & Blackhawk (NB),2023-01-09,279,15.335639083139084,41.907237,-87.66745
Ashland & Pershing (SB),2023-01-09,279,17.20429924242424,41.823588,-87.665245
Ave O & 114th (NB),2023-01-09,272,13.24167361111111,41.688054,-87.539967
Belmont & Sheridan (WB),2023-01-09,279,15.863393319640496,41.94,-87.6402
Belmont & Western (WB),2023-01-09,280,16.71031857031857,41.939568,-87.688703
Broadway & Wilson Ave (SWB),2023-01-09,278,16.657982954545457,41.965146,-87.657484
California & 26th (SB),2023-01-09,280,16.3831064801783,41.8451,-87.695204
California & Devon (SB),2023-01-09,280,15.970791326728827,41.99772,-87.69975
Central & Madison (NB),2023-01-09,282,15.392300787891422,41.8803,-87.7647
Central Park & Ogden (NB),2023-01-09,220,16.763137958532695,41.854286108203816,-87.71498342854358
Chicago & Hudson (WB),2023-01-09,263,17.331718962197222,41.896633,-87.639691
Chicago & Sacramento (EB),2023-01-09,280,16.32057133838384,41.8954,-87.7022
Cicero & Hubbard (NB),2023-01-09,278,15.785274621212123,41.8879,-87.7455
Clarendon & Montrose (SB),2023-01-09,280,14.848579545454546,41.961992,-87.649994
Commercial & 85 (NB),2023-01-09,280,14.10094696969697,41.7414,-87.5513
Commercial & 89th (SB),2023-01-09,280,15.388368055555555,41.733871,-87.551448
Cottage & 53rd (NB),2023-01-09,280,14.49136093073593,41.7985,-87.6062
Cottage Grove & 100th (NB),2023-01-09,279,13.588509858197357,41.7132,-87.605
Cottage Grove & 60th (SB),2023-01-09,284,15.730561036186037,41.78594895562553,-87.60616026597778
Cottage Grove & 83rd (SB),2023-01-09,280,11.588433372183372,41.7438,-87.6052
Cottage Grove & Pershing (SB),2023-01-09,268,11.119957788588223,41.824096,-87.607116
Division & Larrabee (EB),2023-01-09,282,17.771483585858586,41.903627,-87.643443
EPA Springfield Pump Station B,2023-01-09,279,16.7311773989899,41.91274,-87.722674
EPA Springfield Pump Station C,2023-01-09,279,16.20030511849262,41.912741,-87.722675
EPA Springfield Pump Station E,2023-01-09,279,17.539812062937063,41.912739,-87.722673
EPA Village Garage B,2023-01-09,280,15.037035984848485,41.670993,-87.732458
EPA Village Garage C,2023-01-09,287,15.22365336052836,41.670994,-87.732459
EPA Village Garage D,2023-01-09,278,14.006736111111111,41.670992,-87.732457
Fullerton & Pulaski (WB),2023-01-09,283,16.938645833333332,41.924611,-87.726561
Garfield & Aberdeen (WB),2023-01-09,282,15.063469065656564,41.794492874333386,-87.65276974912231
Grand & Laramie (EB),2023-01-09,279,17.274706439393942,41.9169,-87.756
Halsted & 111th (SB),2023-01-09,276,14.257787247474747,41.69244704,-87.64250468
Halsted & 74th St (SB),2023-01-09,279,18.681455176767678,41.759507,-87.644385
Halsted & 87th (SB),2023-01-09,279,14.876474844599846,41.7359,-87.6437
Harrison & Central (WB),2023-01-09,279,17.52253569347319,41.87288,-87.764879
Irving Park & Kildare (EB),2023-01-09,279,16.99228851010101,41.9533,-87.7354
Kedzie & Lake (NB),2023-01-09,279,16.758630293317793,41.8838,-87.706
Kimball & Ardmore (SB),2023-01-09,282,15.525669191919192,41.9861,-87.7139
Lake Shore & Briar (SB),2023-01-09,255,15.68252304513668,41.93892,-87.63806
Laramie & Lake (NB),2023-01-09,281,15.370994318181816,41.8867,-87.7551
Laramie & Madison (SB),2023-01-09,282,15.069940025252526,41.880092,-87.754947
Lincoln & California (NWB),2023-01-09,280,16.15748955905206,41.98592,-87.699628
Madison & Loomis (WB),2023-01-09,280,14.585988005050504,41.881625,-87.66205
Madison & Wood (WB),2023-01-09,283,15.182373980186481,41.881471,-87.672189
Nargansett & Montrose (SB),2023-01-09,281,15.397294823232324,41.9592,-87.7868
Northwest Highway & Devon (NWB),2023-01-09,281,18.52386800699301,41.997534,-87.807554
"Polk & L ""Above"" (WB)",2023-01-09,278,16.89147095959596,41.871645,-87.66986
