device_friendly_name,date_time,nbr_of_readings,pm_25,latitude,longitude
100th & Torrence (WB),2023-02-27,279,8.993342803030304,41.7136,-87.5602
106th & Ave D (WB),2023-02-27,278,10.503421717171717,41.70277166,-87.52829283
115th & Stewart (EB),2023-02-27,280,8.940044191919192,41.68517802886724,-87.63263004842011
137th & Brainard (NB),2023-02-27,277,8.786255260942761,41.6463031593152,-87.5429946962422
26th & Central Park (WB),2023-02-27,282,11.82293244949495,41.844493180392355,-87.71455502567271
26th & Keeler (EB),2023-02-27,279,11.938977515540016,41.844104,-87.729633
26th ST & Kostner (WB),2023-02-27,256,12.426546408137318,41.84419,-87.7347
26th ST & Pulaski (WB),2023-02-27,276,11.937972222222221,41.8442,-87.7248
39TH & HALSTED (WB),2023-02-27,280,9.900794774669775,41.823715840223066,-87.6463462493363
39th & Damen (WB),2023-02-27,258,9.302966995126086,41.8231,-87.6753
47th & Halsted (WB),2023-02-27,278,10.65719187062937,41.8088,-87.6481
61st & King (WB),2023-02-27,279,9.446809343434344,41.7838,-87.6164
63RD STREET & STATE (EB) - 2,2023-02-27,278,10.372616792929293,41.779987,-87.625107001
63rd & Damen (WB),2023-02-27,279,10.506464403651904,41.7793,-87.6741
63rd & King Drive (EB),2023-02-27,278,9.177954545454545,41.78,-87.6168
63rd & Lamon (EB),2023-02-27,279,10.276089015151515,41.7782,-87.7438
63rd & Peoria (EB),2023-02-27,279,10.603813131313132,41.7795,-87.6472
63rd & Pulaski (EB),2023-02-27,278,10.782338457589198,41.7785,-87.7214
69th St & Bell Ave (EB),2023-02-27,279,9.121095328282829,41.76834,-87.67968
79th & Kostner (EB),2023-02-27,265,8.86697628458498,41.7491,-87.7302
87th & Western (WB),2023-02-27,269,10.62921654040404,41.73565,-87.68222
95th & Wentworth (WB),2023-02-27,279,8.872636217948719,41.7218,-87.6287
ARCHER & THROOP (SB),2023-02-27,268,10.71687417654809,41.84339211596036,-87.6545815311069
Archer & Lavergne/LeClair (NEB),2023-02-27,279,10.76749212419144,41.797916,-87.747366
Archer & Mulligan/55th (NWB),2023-02-27,281,9.407695707070706,41.7924,-87.7818
Ashland & 37th (SB),2023-02-27,277,9.683907828282829,41.8267,-87.66561
Ashland & 43rd St (SB),2023-02-27,281,11.019533313908314,41.816041,-87.665311
Ashland & Belmont/Lincoln (NB),2023-02-27,281,10.322113927738927,41.939311,-87.668496
Ashland & Blackhawk (NB),2023-02-27,279,9.455142045454545,41.907237,-87.66745
Ashland & Pershing (SB),2023-02-27,278,10.669728535353535,41.823588,-87.665245
Ave O & 114th (NB),2023-02-27,280,8.440570124320123,41.688054,-87.539967
Belmont & Sheridan (WB),2023-02-27,278,9.447756313131313,41.94,-87.6402
Broadway & Wilson Ave (SWB),2023-02-27,276,9.148957410644911,41.965146,-87.657484
California & 26th (SB),2023-02-27,280,10.669571158008658,41.8451,-87.695204
California & Cermak (NB),2023-02-27,281,10.866226932789433,41.8523,-87.6954
California & Cermak (SB),2023-02-27,281,11.78539724164724,41.8524,-87.6952
California & Devon (SB),2023-02-27,280,9.672207167832168,41.99772,-87.69975
Central & Madison (NB),2023-02-27,280,10.09793244949495,41.8803,-87.7647
Central & Prescott (SB),2023-02-27,278,8.569943181818182,41.9924,-87.7654
Central Park & Ogden (NB),2023-02-27,282,10.505963203463203,41.854286108203816,-87.71498342854358
Chicago & Hudson (WB),2023-02-27,280,10.674423174048174,41.896633,-87.639691
Cicero & Hubbard (NB),2023-02-27,280,9.73488952020202,41.8879,-87.7455
Clarendon & Montrose (SB),2023-02-27,281,8.635536373348874,41.961992,-87.649994
Clark & 15th (NB),2023-02-27,279,9.542208381895882,41.861773,-87.630143
Commercial & 85 (NB),2023-02-27,278,9.223472222222222,41.7414,-87.5513
Commercial & 89th (SB),2023-02-27,275,10.408875631313132,41.733871,-87.551448
Cottage & 53rd (NB),2023-02-27,282,9.40551791958042,41.7985,-87.6062
Cottage Grove & 100th (NB),2023-02-27,280,8.419407294094794,41.7132,-87.605
Cottage Grove & 60th (SB),2023-02-27,280,10.014450306637807,41.78594895562553,-87.60616026597778
Cottage Grove & 83rd (SB),2023-02-27,278,7.696117424242424,41.7438,-87.6052
Cottage Grove & Pershing (SB),2023-02-27,281,7.999564393939394,41.824096,-87.607116
Division & Larrabee (EB),2023-02-27,281,9.63599698912199,41.903627,-87.643443
EPA Springfield Pump Station C,2023-02-27,279,10.032250631313131,41.912741,-87.722675
EPA Springfield Pump Station E,2023-02-27,281,11.576181041181043,41.912739,-87.722673
EPA Village Garage B,2023-02-27,254,9.045353270466906,41.670993,-87.732458
EPA Village Garage C,2023-02-27,280,9.357769764957265,41.670994,-87.732459
EPA Village Garage D,2023-02-27,278,8.849867424242424,41.670992,-87.732457
Fullerton & Pulaski (WB),2023-02-27,280,10.028757284382285,41.924611,-87.726561
Garfield & Aberdeen (WB),2023-02-27,278,9.514599116161616,41.794492874333386,-87.65276974912231
Grand & Laramie (EB),2023-02-27,281,10.55693036130536,41.9169,-87.756
Halsted & 111th (SB),2023-02-27,278,10.112294823232324,41.69244704,-87.64250468
Halsted & 74th St (SB),2023-02-27,281,10.749080710955711,41.759507,-87.644385
Halsted & 87th (SB),2023-02-27,279,9.81575369075369,41.7359,-87.6437
Harrison & Central (WB),2023-02-27,279,10.983113344988345,41.87288,-87.764879
